run_index,seed,final_train_accuracy,final_test_accuracy,first_perfect_epoch,first_high_epoch,stable_high_accuracy,activation_sparsity,structural_sparsity,final_active_subnetwork_size,wall_clock_seconds
0,753159,1.0,1.0,47,37,True,0.8653090000152588,0.0,9,60.066020500002196
1,753160,1.0,1.0,52,45,True,0.8463180065155029,0.0,11,60.29173289999744
2,753161,1.0,1.0,51,48,True,0.8373309969902039,0.0,13,60.44064580000122
3,753162,1.0,1.0,58,47,True,0.8506320118904114,0.0,11,60.6164815000011
4,753163,1.0,1.0,61,52,True,0.857017993927002,0.0,13,60.2879251000013
