run_index,seed,final_train_accuracy,final_test_accuracy,first_perfect_epoch,first_high_epoch,stable_high_accuracy,activation_sparsity,structural_sparsity,wall_clock_seconds
0,1063212347,1.0,0.5600000023841858,,,False,0.24966499209403992,0.0,84.00179949999983
1,1718514980,1.0,0.5099999904632568,,,False,0.2427700012922287,0.0,84.46323830000074
2,1197973900,1.0,0.550000011920929,,,False,0.23699499666690826,0.0,84.7179443999994
3,148632566,1.0,0.4749999940395355,,,False,0.23359499871730804,0.0,84.7576339999996
4,571431387,1.0,0.35499998927116394,,,False,0.22897998988628387,0.0,84.7523213000004
