ExperimentCode,Task,IG,GM,TM,LI,HO,SP,AD,PopulationSparsityAvg,LifetimeSparsityAvg,SampleHoyerAvg,NeuronHoyerAvg,DeadNeuronAvg,MeanAbsCorrAvg,EffRankAvg,SpecializationAvg,PurityAvg,CentroidSepAvg,WithinJaccardAvg,BetweenJaccardAvg,JaccardGapAvg,PopulationSparsityMin,PopulationSparsityMax,LifetimeSparsityMin,LifetimeSparsityMax,SampleHoyerMin,SampleHoyerMax,NeuronHoyerMin,NeuronHoyerMax,DeadNeuronMin,DeadNeuronMax,MeanAbsCorrMin,MeanAbsCorrMax,EffRankMin,EffRankMax,SpecializationMin,SpecializationMax,PurityMin,PurityMax,CentroidSepMin,CentroidSepMax,WithinJaccardMin,WithinJaccardMax,BetweenJaccardMin,BetweenJaccardMax,JaccardGapMin,JaccardGapMax
TwoOff_IG_TM,parity,0,1,0,1,1,1,1,0.876001,0.876001,0.996635,0.850873,0.704600,0.079929,0.008891,0.031952,0.171998,0.565615,0.626693,0.622242,0.004451,0.860595,0.894166,0.860595,0.894166,0.994128,0.998669,0.800447,0.881294,0.406000,0.825000,0.053900,0.096553,0.007376,0.010210,0.017929,0.072300,0.099025,0.357251,0.264384,0.670491,0.330074,0.747987,0.327018,0.743004,0.003057,0.006131
