ExperimentCode,Task,IG,GM,TM,LI,HO,SP,AD,PopulationSparsityAvg,LifetimeSparsityAvg,SampleHoyerAvg,NeuronHoyerAvg,DeadNeuronAvg,MeanAbsCorrAvg,EffRankAvg,SpecializationAvg,PurityAvg,CentroidSepAvg,WithinJaccardAvg,BetweenJaccardAvg,JaccardGapAvg,PopulationSparsityMin,PopulationSparsityMax,LifetimeSparsityMin,LifetimeSparsityMax,SampleHoyerMin,SampleHoyerMax,NeuronHoyerMin,NeuronHoyerMax,DeadNeuronMin,DeadNeuronMax,MeanAbsCorrMin,MeanAbsCorrMax,EffRankMin,EffRankMax,SpecializationMin,SpecializationMax,PurityMin,PurityMax,CentroidSepMin,CentroidSepMax,WithinJaccardMin,WithinJaccardMax,BetweenJaccardMin,BetweenJaccardMax,JaccardGapMin,JaccardGapMax
TwoOn_IG_HO,xor,1,0,0,0,1,0,0,0.883363,0.883362,0.865843,0.769922,0.000000,0.151235,0.324741,0.840816,0.920498,14.170769,0.281787,0.055217,0.226570,0.877123,0.886993,0.877122,0.886993,0.855641,0.873837,0.765993,0.772916,0.000000,0.000000,0.148155,0.153610,0.294660,0.360866,0.816165,0.859774,0.906180,0.932684,9.855415,18.636907,0.260585,0.321067,0.048988,0.066951,0.205440,0.266784
