ExperimentCode,Task,IG,GM,TM,LI,HO,SP,AD,PopulationSparsityAvg,LifetimeSparsityAvg,SampleHoyerAvg,NeuronHoyerAvg,DeadNeuronAvg,MeanAbsCorrAvg,EffRankAvg,SpecializationAvg,PurityAvg,CentroidSepAvg,WithinJaccardAvg,BetweenJaccardAvg,JaccardGapAvg,PopulationSparsityMin,PopulationSparsityMax,LifetimeSparsityMin,LifetimeSparsityMax,SampleHoyerMin,SampleHoyerMax,NeuronHoyerMin,NeuronHoyerMax,DeadNeuronMin,DeadNeuronMax,MeanAbsCorrMin,MeanAbsCorrMax,EffRankMin,EffRankMax,SpecializationMin,SpecializationMax,PurityMin,PurityMax,CentroidSepMin,CentroidSepMax,WithinJaccardMin,WithinJaccardMax,BetweenJaccardMin,BetweenJaccardMax,JaccardGapMin,JaccardGapMax
OneOn_LI,xor,0,0,0,1,0,0,0,0.221136,0.221136,0.387996,0.320086,0.008200,0.474340,0.442010,0.127746,0.446530,2.070376,0.871312,0.831663,0.039649,0.213400,0.232440,0.213400,0.232440,0.384372,0.390412,0.307558,0.338275,0.002000,0.012000,0.462738,0.484926,0.430368,0.449229,0.115881,0.137507,0.431486,0.462086,1.809427,2.341420,0.857269,0.886905,0.808833,0.851237,0.033250,0.048436
