ExperimentCode,Task,IG,GM,TM,LI,HO,SP,AD,PopulationSparsityAvg,LifetimeSparsityAvg,SampleHoyerAvg,NeuronHoyerAvg,DeadNeuronAvg,MeanAbsCorrAvg,EffRankAvg,SpecializationAvg,PurityAvg,CentroidSepAvg,WithinJaccardAvg,BetweenJaccardAvg,JaccardGapAvg,PopulationSparsityMin,PopulationSparsityMax,LifetimeSparsityMin,LifetimeSparsityMax,SampleHoyerMin,SampleHoyerMax,NeuronHoyerMin,NeuronHoyerMax,DeadNeuronMin,DeadNeuronMax,MeanAbsCorrMin,MeanAbsCorrMax,EffRankMin,EffRankMax,SpecializationMin,SpecializationMax,PurityMin,PurityMax,CentroidSepMin,CentroidSepMax,WithinJaccardMin,WithinJaccardMax,BetweenJaccardMin,BetweenJaccardMax,JaccardGapMin,JaccardGapMax
TwoOn_TM_HO,xor,0,0,1,0,1,0,0,0.871500,0.871500,0.823361,0.760608,0.000000,0.146680,0.444560,0.699455,0.849929,4.009439,0.271467,0.067526,0.203941,0.866575,0.873537,0.866575,0.873538,0.813113,0.828809,0.758142,0.762291,0.000000,0.000000,0.144795,0.149134,0.428779,0.465932,0.674039,0.723289,0.835010,0.862382,3.131509,4.857845,0.253032,0.283337,0.062539,0.071804,0.189408,0.215145
