run_index,seed,final_train_accuracy,final_test_accuracy,first_perfect_epoch,first_high_epoch,stable_high_accuracy,activation_sparsity,structural_sparsity,wall_clock_seconds
0,1063212347,1.0,0.5649999976158142,,,False,0.20488499104976654,0.0,82.12021730000015
1,1718514980,1.0,0.5099999904632568,,,False,0.19216500222682953,0.0,82.55160729999989
2,1197973900,1.0,0.550000011920929,,,False,0.19367998838424683,0.0,82.7205073999994
3,148632566,1.0,0.4749999940395355,,,False,0.20386499166488647,0.0,82.78695069999958
4,571431387,1.0,0.35999998450279236,,,False,0.19489499926567078,0.0,82.83015870000054
